Start,Stop,RecRate,MutRate,AverageTmrca,NbVariants.Homogeneous,Pi.Homogeneous,NbVariants.NonHomogeneous,Pi.NonHomogeneous
1,50000,0,1.2514016,2470,98,0.000544889,80,0.000452
50001,100000,0,0.6312512,2470,99,0.000570222,68,0.000415556
100001,150000,0,0.71013805,2470,113,0.000681333,105,0.000612889
150001,200000,0,0.7890249,2470,84,0.000488,90,0.000523111
200001,250000,0,1.25309895,2470,118,0.000675556,100,0.000563111
250001,300000,0.1172750695,0.97195725,2470,107,0.000598667,66,0.000384
300001,350000,0.1172750695,0.2267415,2614.33224,92,0.000532,34,0.000192
350001,400000,0.234550139,0.2267415,3483,88,0.000487111,30,0.000142222
400001,450000,0.234550139,0.80039475,3483,112,0.000585778,89,0.000478222
450001,500000,1.1141131585,0.95385365,2592.43118,103,0.000566667,82,0.000475556
500001,550000,1.1141131585,0.4588109,7499.09146,156,0.00104356,90,0.000583111
550001,600000,1.7004885045,0.764025066666667,9501.10508,226,0.00136578,202,0.00121022
600001,650000,1.7004885045,0.650651843333333,11237.34368,274,0.00165778,220,0.00132089
650001,700000,1.231388227,0.755033365,5621.31276,125,0.000679111,147,0.000892
700001,750000,1.231388227,1.451541,11805.54002,209,0.00113111,257,0.00140889
750001,800000,1.7004885045,1.451541,14506.80358,287,0.00162133,379,0.00229778
800001,850000,1.7004885045,0.718214733333333,12061.28244,283,0.00186578,273,0.00170133
850001,900000,2.6973265935,0.2127949,16403.0119,366,0.00233778,136,0.000899111
900001,950000,2.6973265935,0.2127949,33594.33092,591,0.00429422,150,0.00105778
950001,1000000,3.225064405,0.54680375,13943.30322,312,0.00205467,215,0.00133156
1000001,1050000,3.225064405,0.7958515,14146.94428,350,0.002116,298,0.00173467
1050001,1100000,3.107789336,0.7958515,10419.5961,265,0.00168044,240,0.001536
1100001,1150000,3.107789336,1.35406325,8024.1893,246,0.00126356,406,0.00213911
1150001,1200000,3.2250644055,1.912275,15928.56166,419,0.00245289,664,0.00384311
1200001,1250000,3.2250644055,1.912275,14416.56312,324,0.00199956,538,0.00353244
1250001,1300000,2.6973265935,1.912275,24288.89716,377,0.00218222,662,0.003824
1300001,1350000,2.6973265935,1.912275,19457.9476,265,0.00212978,544,0.00452889
1350001,1400000,1.2313882275,1.912275,14049.29598,267,0.00207156,448,0.003612
1400001,1450000,1.2313882275,1.912275,10928.29216,236,0.00133067,399,0.00219778
1450001,1500000,1.5832134355,1.2598533,17482.45482,318,0.00176267,392,0.00219156
1500001,1550000,1.5832134355,0.8312518,20641.87486,366,0.00278711,321,0.00244622
1550001,1600000,2.6973265935,1.18675133333333,19424.91302,346,0.00242222,394,0.00273244
1600001,1650000,2.6973265935,0.774774,19189.6836,379,0.00265333,289,0.00200044
